text,emotion
awalnya badmoodd parahh tpi abis dengerin ini langsung semangat lagi,senang
semangat qq,senang
",,,kalau ini beneren kiranya kau bahagia disana bersama orang lain.",senang
semangat flo ;3,senang
"semangat 45 biar bisa upgrade vivo y12 yang udah ngeleg, semoga ada rejeki aamiin",senang
ngopi +pisgor pagi begini enak kali yaa,senang
"met pagi ya, jangan semangat",senang
semangat kyoo,senang
"pagii semangat kegiatan hari ini, jangan lupa sarapan, have a nice day",senang
"diliat2 jaehyun kalo deket jungwoo tuh bawaannya ketawa bahagia terus. jungwoo lagi diem aja, tiba2 jaehyun bisa nyubit pipinya atau nepokin pantatnya jungwoo",senang
siaapp. semangat sllu yulin,senang
kenangan tetap ada tapi jangan terfokus disana. hidup lo bukan untuk kenangan tapi buat masa depan. tetap semangat!,senang
alhamdulillah.. yang jatuh jatuh tempo bulan ini udah di bayar.. tinggal yang receh-receh nya.. semangat!! pagii..,senang
ini enak parss,senang
"bagaimana yang aku rasa. tak jauh beda denganmu! intinya, kita merasakan sama. sama-sama menderita sama-sama bahagia! semua bersama :)",senang
padang enak,senang
"happy saturdayy , semangat buat hari ini! have a nice dayy ;3333333",senang
"kemarin sedih sedihan, hariini bahagia yaa",senang
tapikan asahi.. oh iya asahi orang ngawi .. nghokey,senang
"yang semangat, cantik",senang
"semangat pagi, semoga ada rezeki hari ini",senang
"sama aku juga gitu kak sender, kadang mikir knp ya aku ga kek temen ku yg banyak gitu suka ke dia, sedangkan aku udah mau kepala 2 belom pernah tu rasanya didekatin hehe tapi gapapa sih kan lebih baik jomblo, yok semangat jomblo sampai ketemu jodoh",senang
"aamiin, semangat jelly",senang
butuh ayang biar semangat skripsian,senang
"aamiin semangat yaa, tim arkeolog juga nihh",senang
semangat mengkulii,senang
lebih murah dan lebih enak ini drpd s*ri r*t1,senang
enak pastii,senang
kereen semangat,senang
semangat nugasnya fanyaa,senang
"di saat senang ataupun susah, menangislah dalam hati..",senang
wahh semangat uprak ny kakk:d,senang
aamiin! semangat ngeba nyaa sayaang,senang
semangat kk,senang
"sepanjang perjalanan hidup ini , terlalu banyak perkara aku lalui banyak juga kenangan yang telah tercipta , aku harap dimasa akan datang aku hidup lebih bahagia .",senang
kalau bubur kaya gini nggak diaduk enak banget plis,senang
semangat biyaa,senang
"bisa jadi tuh, kak. di sini juga kemarin begitu, beneran masih abg ini, sih. tapi semoga hari ini cerah",senang
selamat pagi semangat semoga segera bigwin ya,senang
enak lah,senang
"semoga cepat sembuh pak,, salam untuk keluarga besar. tetap semangat,,",senang
senang bangett,senang
"sama samaa, semangat terus kak nulisnya",senang
terlalu semangat demi dapetin ayang,senang
jangan terlihat begitu sedih minato. aku bahagia. kebahagiaan itu karena kau mencintaiku -kushina-,senang
wedang jahe buatan w enak bet,senang
hehe semangat ayang,senang
"pagi juga om, semoga sehat selalu ngopi om enak sekarang apalagi ngak ada beban liat kiri dan kanan liat orang mencurigakan",senang
enak dong klu di angetin,senang
semangat cii,senang
make notion enak juga wkwk tau gitu dari dulu make ini app satu,senang
iya mending batalin aja dripada kayak belanja sama batu anyway semangat upraknyaa!!,senang
semangat!!,senang
"pagi bang, sarapan bubur ayam enak nih bang",senang
"bersyukur sekali karena berkatmu aku juga bahagia dan merasa nyaman. inget taehyun tuh bawaannya happy,semoga panjang umur dan sehat selalu untukmu yang juga salah satu sumber bahagiaku",senang
kongkalikong paling enak emang sama beliau aja juaranya.,senang
"hahaha, ke-distract, ya? ayo kerjain sekarang. semangat!",senang
happy birthday!! semoga sehat dan bahagia selalu yaa,senang
"memulai pagi dengan bismillah.... mari kita memulai ikhtiar kembali.,semangat pagi.., eeeaa",senang
ini enak..semriwing,senang
semoga bahagia di surga.,senang
"lucu banget noona kolaborasi twibbon yaah? makasih banyak ya noona! have a nice day, semangat event!!",senang
"janlup sarapan, semangat buat hari ini",senang
semangat para atm wlm,senang
"pagii semangat kegiatan hari ini, jangan lupa sarapan, have a nice day!",senang
"streaming nya enjoy sih, soalnya lagunya enak hehe",senang
"allahumma sholli ala sayyidina muhammad semoga hari ini penuh keberkahan untuk kita semua, pekerjaan dan diperlancar rezekinya semangat pagi",senang
enak nih pagi2,senang
"kabar gembira untuk kita semua, kulit manggis kini ada ekstraknya, mastin hadir dan rawat tubuh kita jadikan hari ini hari mastin, tampil bersinar membuatku bahagia badan sehat rahasia mastin herbal, rahasia alam dari indonesia penuh pesona pesona mastin.. mastiinn good~~",senang
"morning moots semangat, bsk kembali nganggur.",senang
full cream cashew enak bgt!! marie oke lah. pengen nyoba matcha,senang
kayanya enak bgt deh,senang
"ya udah, semangat buat hari ini",senang
"buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan cantik",senang
ngulet di kasur kenapa enak banget?? wkwk,senang
yh semangat,senang
becek2 dikit enak kok,senang
"hei semangat! aku juga tiap bulan dulunya tebus obat sama konsul psikiater, tabungan habis buat ngobatin mental doang, mahal banget bahkan kadang sampai nggak jajan sebulan, bener bener urusan sama mental tuh pejuangan banget, mau kantong mau perasaan, pokoknya ayo semangat!!",senang
happy birthday valee !! bahagia terus kamuu !!,senang
hai piaa semangat hari inii,senang
semangat bebebkuu,senang
"woo, semangat jalani harii!! hv a sweet saturday",senang
"enak nih, pagi2",senang
"finally jimin my angel, anak lucu uda negatif dan uda mau keluar dari rs kan senang banget rasanya jim lihat notif wv pagi ini makasih uda pulih pokoknya tetap jaga kesehatan sayang",senang
wahh semangat yaa,senang
lo harus semangat nan yok semangat yook,senang
semangat kerjanyaa,senang
good morning semangat harus semangat pkoknya semngat mencari rezeki,senang
selamat pagi pak dhe tetat semangat dan sehat selalu,senang
wah selamat,senang
"ihh enak banget, have fun yaa",senang
good morning ka sky! semangat ngeba hari ini yah sama jangan lupa sarapann,senang
dan hebatnya titik mematahkan semangat berada di keluarga sendiri,senang
yaudah semangat,senang
semangat nguli,senang
"done bismillah makasih banyak buat ganya semoga banyak hal baik yg dateng ke kamu, semoga impian kamu segera tercapai aamiin buat jaehyun dan soobin jg semoga sehat selalu, pokoknya be happy__anw let's be moots? oiya have a nice day kamu, be happy too okay, semangat",senang
semangat pagi.. semoga hari ini dilimpahkan banyak rejeki.. aamiin,senang
kurangi sambat tambahi semangat..gass sluurr,senang
sabtu yg cerah,senang
"maksud ak tp itunya yg gua melaka ga enak bgt bestiee, gatau sih tp kalo yg suka manis2 dan ga suka kopi kayanya bakal suka",senang
"have a nice weekend chii, semangat hari ini!!",senang
senang bangett jimin udh sembuhh,senang
"selamat ulangtahun bo, semoga sehat terus dan bahagia selalu yaa",senang
enak bgt pagi pagi masih bisa berak,senang
"kuuyy kak, mau liat haekal bahagia, tapi kalau sad end bakal lebih berkesan lagi.,hadu gw kayanya nyari penyakit de",senang
"haalooww bocil sunuu, selamat hari sabtuu, selamat weekend, jangan lupa senyum dan bahagia selalu hari ini, jangan lupa sarapan, trus minum air putih yang banyak biar kuat, have a wonderful day todayy",senang
bahagia kamu sedih amat sayang melibatkan orang lain yang bahkan ga peduli kamu seperti apa. terimakasih yuan selalu sayang diri sendiri dan menghargai masa lalu dengan tidak berdrama di masa depan.,senang
pagi bang semangat dmi sbuah perubahan dngn tindakan jauhi nato (not action talking only),senang
semangat mas bogs,senang
"best class ever pokoknya. susah, senang, sedih, semua nyatu sampe kangen berat pengen nangis.",senang
"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan ayaa",senang
oalaah.. rajin ya ydah tetap & trs semangat ya,senang
iya emg enak,senang
"kak, semoga semuanya baik-baik aja yaa, jangan lupa makan yang enak dan dengerin musik yang bikin tenang supaya keadaannya sedikit membaik.. semangat ;33",senang
semangat dong aeril.,senang
"10000?0 sihh enak didenger gituu, lirik nya juga relate bangett djdjjfjf keren ya tuhan",senang
"halo, siapapun kamu dan dimana pun kamu semangat terus ya. masih ada langit di atas langit, semoga apa yang kamu takutkan ga terjadi ya! dan semoga hal baik yang kamu ingin kan bisa tercapai. klo msh ngerasa bingung cerita kesiapa, maybe kamu bisa mulai cerita ke aku, be happy",senang
semangat mbull,senang
semangat ka bitt! semoga sempronya lancar,senang
"yukk, semangat nih",senang
"masih lemes, ayo lebih semangat",senang
"semangat ya, fase fase seperti itu memang luar biasa",senang
"pagii, ngga nih cerah disinii",senang
"semangat dungs, pc & merchku blm dtg jdi hrs tetp semangat",senang
