text,emotion
suka banget rambut kuaci nya.. tp aku gatau itu dpt darimana..,senang
gua tebak jaechan duluan yg baper sih karena seoham nya ngasih perhatian 'lebih' gitu kek skshekehjehekehe keliatan banget jaechan nya suka open up apalagi setelah punya instagram,senang
"halo halo, kiel! ya ampun ternyata kamu pacarnya glo ya?? ih tau ga sih, kita sama banget, pasti sketch yang belum jadi numpuk malah buat sketch baru. salam kenal juga ya, ayo kita jadi teman baik, kiel suka yupi engga btw? random banget ya ahah",senang
haha yess aku dulu suka banget sama dia sekarang juga masih sih.,senang
suka banget sama mereka berdua,senang
iya bener!! aku demen banget cookies and cream,senang
ini selca baru sih.. tapi aku suka banget sjshsnshsh tiap hari aku liatin.. :'),senang
"art! cara buat rambut kayak di karakter anime itu gimana ya.. kadang suka bingung waktu mau gambar rambutnya karena jadi jelek banget. thank you! Tolong bantuannya, pengen tapi gk bisa",senang
"suka banget sama au kak agdys. kebetulan gue kls 12, jadi lumayan itung-itung sekalian belajar tps - wuih, makasih udah baca. semangat belajarnya~~",senang
suka tapi ga ampe over juga,senang
suka banget kalo jungkook pake style baju begini,senang
"hai achanjkt48 kadang aku suka rindu kamu kangen typomu,kangen ngingetin sholatpokok nya semua deh :*salam kangen dari fantasticof48",senang
suka banget liat orang lain senyum,senang
"gw lala yaa plis iyaa nov no 1. suka banget gw, tinggal tunggu outfitnya",senang
sayanggggg bangetttttttt,senang
"aaaa habede eonnie yang selalu awet mudaa! suka banget sama dia dan drakor yang pernah dia mainin, sukses terus yaa eonnie!",senang
"mak ku ngga suka kalo ak merusak sesuatu , mak ku terkadang lebih sayang ma nct pleasee waktu album universe aja dia nanya nnya mulu kenapa album nya di buang buang",senang
love banget ama doiii,senang
kamu tuh kadang suka ngeselin tapi sering banget bisa bikin aku kangen.,senang
"suka, banget.",senang
"suka banget, lagunya enak2",senang
"gue emang suka diposesifin tapi ga sampe over, kalo gue nya ga nyaman paling ajak deeptalk, kalo sampe ngadi ngadi gue putusin",senang
kece bngt brokhh waduchh sbl suka banget loch,senang
"kak makasih banyak ya udah bikin aku senyum tiap hari setelah baca au kaka, setiap liat kaka update aku seneng banget hehe rasanya kaya dapet kabar dari ay.. - makasih juga ya nder udh suka sama renjana. udh sayang, udh ikutin huhu aku..",senang
"pepatah lama bilang : ga ada suatu pertemanan/persahabatan antara laki2 & perempuan, dimana salah satunya pasti suka/jatuh cinta sama teman/sahabatnya itu. even if it's a platonic love, it's still a shape of love. lagian lu dulu jg sblm pacaran kan temen biasa juga. so..yeah",senang
"sender, ternyata kamu mutualku aku baru sadar. suka banget sama karyamu nder, aku sering save in hehe",senang
"suka banget gue sama suara doy, istighfar banget gue liat dia. ya elah ini gaada doy versi islam apa",senang
"hahaha nahh kan si jean tuh aslinya suka sama nana, yaudah deh gatau lagi mau raka atau jean cuma nana yg bisa menentukan dia sayang ny sma siapa",senang
what if abey ngebucinin karakter fiksi/anime/film yang dia suka banget terus mr perfectly fine jealous,senang
sebelum kita keliling. dia chat ini:) aku emg anaknya suka banget diajak muter muter mendadak apalagi sama orang yg di sayang. se simple itu sebenernya bahagia ku.,senang
"halo. aduh, saya interested banget untuk potray the8 dan kebetulan juga side fc saya all member svt. mengenai saya kalau kita ketemu nanti, saya dengan love language woa dan physical touch gak lepas dari supportive dan sweet words buat pacar, juga suka hugs dan kisess ”",senang
"bener banget hampir 10 taun jadi exol gw ga pernah bosen sama karya exo dan emang sebagus itu lagunya secara grup sub unit ataupun solo gw suka dngerin grup lain tapi cuma exo yang bener"" gw ikutin satu""nya yg gw dengerin b-side nya dan beli album nya loveee exooo",senang
"gue yang cewe aja ngeliat ini sukaaaa banget, gila sih.",senang
"halo sender, aku avail nih hari ini, aku juga provide nsfw (imagine/dirtytalk) dan bisa req fc. aku ini talkactive dan convobuild, aku suka cerita random dan kasih tmi, aku juga suka ngejokes receh, aku aslinya clingy, suka nyariin kalo ditinggal, lovlang ku pt & qt, suka pukiss.",senang
betul banget. yang suka perzombian harus banget nonton kingdom sih,senang
"ya allah gw cinta banget sama ss501 high quality vocal mereka, lagu""nya catchy dan lumayan gampang pelafalannya buat dinyanyiin org indo variety show nya jg lucu"" menghibur bgt paling suka let me be the one, all my love for u acapella nya",senang
"selain kandungannya, aku suka banget sama teksturnya yang cepat meresap saat di apply ke kulit, & pastinya ngga lengket, packagingnya terlihat mewah & pemakaian serumnya gampang banget, tinggal ambil pipetnya lalu teteskan dan oleskan ke kulit wajah secara merata.",senang
"seneng mereka nikmatin banget waktu mereka di amerika, ngelakuin yang mereka suka, kerja sambil liburan banget ya vibenya",senang
jujur dari awal sampe sekarang cuma suka jeongwoo dan haruto aja di teeasure ngarep banget mereka bikin duo,senang
gue suka banget dari 2011 apa yaa sampe sekarang tp gatau terkenal apa engga soalnya dulu clueless soal perfandoman dan cuma nontonin di youtube aja. mungkin lagunya terkenal banget karena ada di pump it up,senang
saya banget bu. udah dm juga soal suka sama konten nya bu guru. tapi belum dibaca. semoga terpilih deh.,senang
bucin banget. serius. lucu kalo liat/dengar mereka suka sama orang tuh.,senang
and he did! kl lu perhatiin fancam my treasure dia pasti dia seriing bgt senyum dan ketawa2 apalagi sama jeongwoo t^t makanya gue suka bgt my treasure soalnya dia enjoy the stage banget,senang
"susah si, kalo udah ga suka sama gurunya aja udah bisa ga suka juga sama mapelnya. kalo mau suka si harus guru yang enak kalo gurunya ngejelasinnya enak, itu bakal langsung jatuh cinta sama kimia si",senang
"gua kalo cinta sama orang suka bucin banget sampe kayak orang bego,tapi kalo tuh orang udah cinta balik,gua malah ilfeel",senang
"jujur, paling suka tipe acara bincang2 kek gini, adem tapi tmi bertebaran, ditambah kana juga nyaman banget ngobrol sama bapaknya, sampe bisa plong bicara kalau pekerjaannya numpuk, pdhl biasanya bilang lagi dirumah sibuk ngurus haza",senang
"nyesel banget pi en ice di usia muda, seharusnya cari pengalaman dulu di luar (siapa tau suka) tamat kuliah langsung pi en ice. (magang/part time tak kuitung sebagai kerja)",senang
emang bagus banget dah aku juga suka! seruuuuu bisa liat 3 spiderman di satu film.,senang
akuu suka banget,senang
"makasih kakak bianca. nama kakak juga cantik. oh! sama sih tapi engga suka yang suka banget gitu, kalo bagus terus genrenya horror ya aku sukaa! kalo aku untuk genre lebih milih thriller! c:",senang
suka banget self pampering nih kak kayaknya?,senang
"hehehehehehe aku kasih 2,75 tapi emang aku ga terlalu suka fake dating trope. kalo kamu suka harusnya lebih dari itu karena rep nya lumayan dan di akhir chara developmentnya keliatan. aku gasuka hani dan temen""nya, banyak scenes islamophobic dan hani people pleaser banget",senang
"film romance yg pengen banget di tonton : kata dan ku kira kau rumah. dulu suka bat ke bioskop, tpi sekarang udh ga punya partner lagi. ngajak temen? elehh mereka pun gue bayarin tetep ada aja alesannya.",senang
suka banget sama outfit-nya,senang
"jgn ngira gw nge delive doang, ga bls chat atau ga chat duluan itu artinya gw ga suka ama lo, gw suka banget emg pd dasarnya gw orangnya gengsian dan malesan aja(.)",senang
"hablom, suka banget sama seragamnya",senang
"piw hai sender sini sama kala ganteng wkwk avail hari ini dan bisa req ava jugaa plus bisa provide nsfw mau imagine atay dirty talk baik frontal ataupun non frontal bisa kok jadi kamu tinggal mau req yang mana silahkaan , aku juga tipikal pacaran itu suka banget bawel",senang
"nggak ngerti lagi, suka banget",senang
gue suka banget baking wkwk,senang
"dari ke 5 varian, aku suka yang jasmine sih. wanginya ga nusuk terus kecium & tahan lama, kaya apa ya wanginya.. mirip teh melati gitu. kalo yang lavender itu soft banget wanginya.",senang
"saya, nder. dari dulu suka banget dengerin coldiac.",senang
adek kok tau bangetsuka di ajak jalan2 sama member adek ke kebun binatang yah?,senang
"sama sama penyayang dan suka manjain pasangannya!! jadi mereka pas banget buat kamu manja-manjaan, mereka suka sama anak yang manja!! lovely pokoknyaa",senang
"akhir-akhir ini suka banget nontonin asmr, seru aja gitu",senang
demi apa gue seneng banget temen sirkel sma gue banyak yang suka anime,senang
"this one. kalau dibandingin sama laut bercerita, cantik itu luka, atau bumi manusia, aku jauh lebih suka ini. a total heart-wrenching tragedy. cara ahmad tohari ngegambarin suasananya itu beneran detail banget, bikin kita ikut masuk ke dalam ceritanya.",senang
your hand fits in mine~ suka banget lagu little things sekalipun cuma diiringi gitar tp enakeun oy:',senang
"dari yootaeyang ke inseong tiba2 satu hari ngeliat inseong ganteng banget rambut putih terus kesemsem, ngeliat foto lamanya pun kayak mikir ""inseong selama ini seganteng ini??"" terus ditambah emang dari dulu suka jokes inseong makin bucin dan sekarang menjadi bulol official",senang
"sender! selamat pagii, selene mau ajukan si tristan karena cocok sama kriterianyaa. bisa jadi bro/boyfie kamu, suka kasih hugkiss sukaa banget kasih afeksi, he is full of love and very affectionate. penyayang banget bangett dan perhatian. he will take care",senang
"bang johnny kalo diliat lebih dalem lagi orangnya suka menempatkan dirinya dibelakang layar. ini yang jadiin aku suka banget sama dia karena kita sama2 suka ngelakuin banyak hal tanpa terlihat menonjol. aku pribadi ga suka dapet perhatian, aku pengennya nemenin orang yang emang--",senang
"jadi inget author yang ngedrama dulu, eh gila gue ikutin banget hahah. karena karya nya sih sebenernya makanya gue suka.",senang
"kak:( sumpah deh kenapa diksinya bagus banget gue suka banget anjir implisit yg kaya gini, astaga asli bagus banget",senang
kesayanganku lopenio ga ada duanya cuma sayang wony meski suka marah tapi aku ttp sayang ayang,senang
"penggemar masker miisoo cek suka banget sama masker ini, bahan dalamnya lembut enak banget gak bikin gatel. walaupun longgar tapi bisa diakalin talinya diiket biar rapet.",senang
dan juga suka kasih something biar kamu bisa seneng kalau pacaran sama aku atau maybe nanti aku jd abang kamu bisaa. untuk avail nya aku hari ini bisa kok kalau tertarik langsung check atau dm ke agensi aku,senang
"wajar kok ver, kemaren juga ku liat tiktok lama private school check yang dibikin sama salah satu anak angkatanku, kangen banget liat kelas, pengen ngobrol2 di sana lagi tapi mana mungkin wkwkw sama bangett suka nyatu2in meja gituu biar enak ngobrolnya",senang
"aku langsung gagal fokus pas liat swatch nya di bibir kamu so, i want to try it too. warnanya aku suka banget. ikutt yukk",senang
"ga tau kenapa kalau ngedit alam tu, tangan suka banget ngedit warnanya jadi gini wkwk",senang
"wieeh saya baca blog mas taufik sama mas nugie tiap hari mas ,suka banget sama analisis mengenai moto gp nya detail banget.",senang
"suka banget sama mie goreng ayam bawang, maknyuss",senang
"dengan kotak kecil dan hati merah kecil di dalamnya, aku juga ingin menyampaikan penuh suka, terima kasih, atas pertemanan indahmu tanpa pamrih. cc:",senang
gak bakal kecewa deh kalo punya samsung ini. karna secara gitu. battery nya gede banget gaes. 500 mah. udah pas buat kalian yg suka ngegame parah,senang
huta suka banget robekin celana sih,senang
"betul musik nya tradisional jadi kurang dilirik, belum denger aja gimana perfom koto mereka keren parah aaaa iya! suka banget sama chara develop kot",senang
"lucu banget kuenya bentuk chikin hidup amen makasih banyak lis, kamu juga ya sukses terus karirnya. waduh dikasih salonpas tau aja aku suka encok kalau dance huft. makasih banyak lisa",senang
"dulu suka doi tuh bisa dibilang ""halah apaan si alesannya receh banget"" tapi yang akhirnya bisa jadi sejauh ini as a kpoper pun karena dia juga lub uuuu bapak kapas",senang
"iya enak banget, pas lagi mijitin sambil crita2 dan walaupun ibuk gua agak nyebelin *kadang, asik banget klo diajak deeptalk berasa seumuran..biasanya ibuk suka gini ""ehh iya tau.. ""..""trus.. trus gimana tuh.. ""..""masak sih.. tadinya bla.. bla.. ""..""saran ibuk si.. """,senang
lulu bggtt cinta bgtt mana suka sayuran brokoli lucu bgtt gemess selalu kepo endus2,senang
"rezeki banget, alhamdulillah dari keluarga nggak ada yg nuntut ini itu",senang
"-hey i'm not yujin stan tapi enggak tau kenapa akhir akhir ini lagi suka banget kepoin yujin kaya dari fancam nya, foto foto dia dll dia ga cuma cantik tapi gergeous",senang
suka banget sama style artnya,senang
kalau anaknya sama suka nyanyi sekarangg menyapaa di media gitu ga ya? soalnya nak w umur 6 taun apal banget dan sering nyanyiin tu jingle,senang
nempel banget kalian .. padahal ngobrol tinggal ngobrol kenapa harus bisik2 segala kan q suka jadinya,senang
"most noticed kulit jadi lebih halus. pori-pori terlihat samar. setiap pagi kulitku terlihat fresh dan plumpy. efek brighteningnya juga ada. aku suka banget hidrasinya. untuk menghilangkan bekas jerawat belum terlihat ya, karena pemakaian juga masih sekitar 3 minggu.worth to try",senang
mawuu anakku sayang hanae apa kabar?? dia gak suka cemilin susu bubuk lagi kan?? kangen anakku,senang
fansnya terlalu fanatik padahal couplenya gk wow banget. gk suka dan mau skip tapi mesti nongol aja,senang
"suka banget pergi ke suatu tempat,dimana tempat itu hanya aku dan orang asing -lala",senang
lagi suka banget sama foto bang jhope yg ini tysm for ga & wish me luck,senang
"ahh gw suka banget ini film, cuman sedihh ending nya begitu aja, haha mau nya kudu happy ending.. lol",senang
"ih enak banget keliatannya. suka deh kalo yg ga rapi gitu buletannya, ikutan kegoreng kol nya.",senang
suka banget liat taemin pake baju ini cantikk,senang
"mm”makasih i take your appreciation. kamu gemes banget anyway, i'm ellie. , let's go? kamu suka siapa di enhypen?",senang
mau banget punya rumah design terbuka gini.. tapi kalo berpikir di bogor yang suka hujan tiba tiba angin puting beliung dkk kudu di alter supaya bisa tetep tertutup,senang
suka banget cara jalan dia,senang
"kakk bagus banget au bestfriend aku suka banget mukaku sampe cape senyum mulu pas baca mau ending semangat nulis la ” huhu makasih bgt udh mau baca dan meluangkan waktu untuk ini hihi awas nanti capek tuh pipi kalau senyum-senyum mulu, i",senang
"lovestruck in the city (2020) drama yang ringan banget. buat yang suka nonton drakor romantis, pasti suka karna w suka bet",senang
"pernah di infinite kalau di monsta x gak pernah, awalnya suka sungjong gara2 visual dia dan kiyowo banget apalagi kalau ngambek tuh kaya bocah, trus kepincut sama woohyun gara2 vocal nya sama sok gantengnya dia akhirnya woohyun jadi bias pertama sungjong bias ke dua",senang
suka banget sama fubuki nyanyi ini,senang
"awal stan day6 bingung bgt milih bias karna baru kenal member2nya. terus liat foto day6 pas di jeju, liat jae pake kacamata ganteng bgt langsung jatuh cinta wkwk, terus nonton jaesix, asc, vlive day6 makin kenal dia dan semua member day6 jd makin suka",senang
werewolf boy. disitu suka banget sama style boyoung,senang
suka banget style digi billa,senang
jadi creative team yg bikin konsep comeback huhu pasti seru bgt brainstorming bareng idol idol ato ga jd manager karena gw suka banget jd mom friend wkwk,senang
"ponakan aku kalo berdoa pasti ""ya allah minta mobil oh"" apa-apa mobil apalagi mobil oleng suka banget",senang
"lagi suka banget lagunya tbz summer time, judulnya aja dah summer tuh oh sama ini luizy - baby ride",senang
lagian gapnya ga jauh2 banget lah 4 tahun.. malah agak heran juga kalo rumor ini beneran soalnya tao brp kali bilang lbh suka tipe jiejie.,senang
"you deserve it! aku suka banget sama karya-karyanya kakak, bagus sekali",senang
banget :(( mau downsizing dari mulai pc yang least fav tapi suka semua :( sedih karna bingung,senang
"bangun tidur, gitaran, no make up, ngegame, doing sport thingy (baseball dll) duh gue suka semua",senang
ini menambah wawasan sih cuman fokusnya emang ke situ aja jadi plotnya agak flat..? tapi aktingnya keren banget asli suka sama chemistrynya,senang
"banyak lagu yang aku suka tapi these days aku suka lagu the 1975 - robbers! kalau lagi mumet gitu rasanya releaving my stress out (even lyricsnya punya arti yang beda (_ ;)). anyway, aku tuh suka banget ngobrol soal musik!",senang
"siapa nih yg ketagihan nonton all of us are dead (2021) di netflix? walaupun takut, tapi rasanya kenapa ya gak bisa berhenti nonton? kenapa ya kita suka banget nonton film horor? ternyata ada alasan ilmiahnya, lho! yuk, kepoin di sini",senang
ohh myy yuzu keren banget pliss suka banget sama coveran nya yuzu yang ini kalian moots ku harus dengerin ini,senang
suka banget cantik tasnya,senang
"alhamdulillah ada yg menyadari sisi injun yg ini. soalnya kan kebanyakan org kek tau nya image injun tuh suka ngegas walaupun ttep kiyowo, tp dimata aku injun itu orgnya soft banget, gampang peka, trus penyayang banget apalagi diliat dr dia yg nekat kekorea demi mengejar mimpi",senang
"saya menyukai banyak orang. aku suka teman-teman saya, oppa, orang ini, orang itu tapi aku masih tidak tahu apa itu cinta.  -iu",senang
suka banget postur tubuhnya,senang
enak banget buat aku yang suka klepon trus cinta mati sama eskrim,senang
cena cenaaa! cena suka pda karena cena suka banget pamerin pacar cena dan cena juga provide untuk gxg rls so no worries yaa cena avail mulai tanggal 15 nihh dan kalau mau bisa langsung hubungi mami cena yaa! see you calon pacar,senang
":( suka banget sama pemilihan katanya, indah banget huhu",senang
kalian ada yang pernah pengen banget kiss pipi nya dia ga sih?? bukan yang pake perasaan tapi kaya gemes ajaa gue kalo gemes suka nyedot pipi orang yg gemesin soalnya,senang
"kecantol lah ama suara jae karena suara dia tuh tipe tipe suara yang aku suka dari dulu dan mulai itu aku jadi kepo perform mereka kayak gimana, dan makin jatuh cinta sama jae karena permainan gitar nya dan yang paling bikin aku jadi jatuh cinta ke jae beneran adalah",senang
"me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. kalo aku suka banget weekend sambil nonton drakor sepuasnya pake indihome, kalo weekend versi kamu apa nih bestie?",senang
"masa masa gue suka banget liat buku gue yg udh di coret-coret (karna belajar) kyk satisfying gituu ih seru dehh, jd pengen belajar lagii",senang
bener si aku setuju banget soalnya aku jg emang se suka itu sama karya exo,senang
happy bbovely dayy!! selamat bertambah usia teteh cantikku park bo young meski wajahnya tetap tidak menuaa.. ditunggu projek2 lainnya __ (fotonya rada ngiklan tapi suka banget sama foto ini),senang
suka banget. bagus sama western gitu vibesnya,senang
"r.i.p kepada minatku melihat foto2 masa kecilmu, ga nyangka banget padahal sebulan lalu kalo gabut dikit masih suka tak liatin",senang
"gue suka howl, ga boong dia cakep banget sksk tapi bener kata dia sendiri kalo dia pengecut. padahal bisa aja dia selesein masalahnya sendiri sama raja tapi malah nyuruh sophie. sophienya juga mau aja lagi :/",senang
"gua suka banget di organisasi yang sekarang, karena orang2nya kalo ngasih kritik pasti membangun dan penggunaan bahasanya pun dipilih seenak mungkin, kek walaupun halus tp tetep menohok si. tapi bener2 bikin gue strive for prefection",senang
9. waduh entar lagi selesai nih alesannya. tapi alesan terbesar kenapa aku cinta jane adalahh.. jeng jeng! kamu suka muji muji ak sampe banyak nih kupu kupu yang aku tampung. kamu kuat.. tapi manusia juga rapuh! aku berusaha buat jadi akar kamu buat tumbuh ya bibit jane. love,senang
"eh ini lucu banget, jarang bgt gue suka tiktokers cowo tapi dia lucu, mana kacamataan, rambutnyaa suka banget. kek lucuu",senang
"baik, trs bisa ngertiin aku, trs suka ngelawak ga jelas, absurd, aneh. negatifnya dia ya cukup aku aja yg tau. selebihnya aku sayang sama dia. dari dia yg suka ngelawak ga jelas, selalu support aku, rela nganterin aku ke tempat jauh wkwk trs pendengar yang baik juga dia.",senang
"baru liatt aku suka yang kedua! lebih lucu gitu, kalo yang ketiga sama keempat bulet banget(?) modelnya, kalo yg pertama warnanya kurang sih tapi tetap suka modelnya ;3",senang
"tapi mak gua ada buktinya anjir mantannya masih ada yang suka sampe sekarang, trus ada lagi yang namain anaknya pake nama aing ada lagi mantan yang udah cerai sama istrinya, trus deketin mama lagi (papa udah gak ada) mama: ""ogah banget mama ngurusin laki orang.""",senang
"suka banget sama chemistry younghyun, tapi adegan bdsm nya masi terlalu dasar si buat 18+ :') dialognya kurang sreg juga samaku, cuma ya secara keseluruhan bagus-bagus aja",senang
"gara-gara f4 thai gw jadi suka dew sama win, mereka tuh ganteng banget skjsjskaksks.",senang
kenapa ya gue nggak suka banget sama sesuatu yang lambat,senang
suka banget ama exooo,senang
"pertama kali aku tau exo tuh, aku suka banget liat suho 2013 gaada jamet2 sama sekali emang lain ya orang kaya",senang
mpus suka banget nemenin ummi..,senang
"the crown!! aku suka banget walaupun beberapa episode aku skip karena ""ya allah gak kelar kelar u kek penthouse"" but i finally *sigh* finished it. aku lg nonton anne with an e!!",senang
suka banget di sini,senang
gue suka banget liat pergerakannya dah,senang
"baik banget, baiknya juga ke semua orang. mana cakep lagi, wajar banyak yang suka",senang
"halo sayang!! si cantik-cantik ini suka banget pda, udah lulus s3 bucin di tl ada kak cei , kak lyora , kak vee , clara , cici iko sama kak lila ini carrdnya sukses yaaa",senang
hooh.. km suka banget kan yaa..,senang
mau banget jadi bagian creative team yang bagian konsep konsep gituu. karena emang dari dulu tuh suka banget ngekonsep segala macem,senang
suka banget sama konsepnya,senang
"kata-kata indah cinta: satu hal yang tak aku suka tentang cinta: semakin aku menyangkalnya, semakin dia membuatku jatuh cinta. betul?",senang
"seneng banget sih ngadain webinar yg pas banget sama aku yaitu tentang toxic relationship, yuk lah bestie yang masih suka galau2 masalah percintaan mending ikutan ini!!",senang
"makanya, kadang kita suka mikir ya ""ini orang kok pd banget ya padahal skill nya ya b aja"" tapi, orang yang pinter and capable di bidangnya, justru rendah hati dan tidak sombong, malahan semangat belajarnya lebih tinggi daripada orang yang biasa aja.",senang
"yes, apalagi dia tuh bisa tau banyak hal yang terjadi di twitter, malu gak sih kalau sampai dia tau ifans pada suka ngedrag temen-temennya kaya keliatan banget kita gak dengerin dia ngomong apa, lebih nurutin ego yang maunya dia solo",senang
"saya suka banget ngedengerin partner saya cerita ataupun nyambat. nanti saya kasih peluk banyakk! kebetulan saya availnya tanggal 18, lumayan dekat lah ya? kalau kamu tertarik, bisa dm ke okay. semoga kita ketemu ya!",senang
"asli suka banget sama styling-nya, bagus semua",senang
relate banget pasti anak nya suka naik sinjay nih,senang
"seru banget, terlebih gue paling suka genre fantasi + tema kerajaan",senang
aku suka banget sama hampir semua genre sih. kayanya kecuali metal sama rock :] akhir-akhir ini selera musikku lebih ke calming vibes yang enak didenger sambil mengerjakan apapun. coba dengerin ini deh kak!,senang
"galak tapi pas udah tau sifat dia lewat beberapa video, jadi suka banget sama dia aa",senang
"salah fokus, minho lucu banget kalem begitu. suka banget kalau dia begitu, that's so soft of him. sampai ketemu di fanmeet nanti!",senang
"suka banget sama akting nya, 5/5. ini produser gak ada yang mau ambil po?? para pemain nya pasti udah mahir bngtt",senang
kali ini suka banget sm layout nya,senang
suka banget sama semuanya,senang
suka beli notes yang gemes tapi abis itu ga dipake karena sayang,senang
word cant describe it. gue suka banget sama bc sekarang ini top 1 anime kesukaan gue sih,senang
