text,emotion
"malu tp gw gak diapain2 mer wkwk udah dibalikin gitu aja, dia tes detak jantung doang kali ya. gw beneran deg2an soalnya tapi ya tetep gak ada yg berubah, cuma emang tau sih kalo dipretelin, tettep takut",takut
dari kemaren aku demam + tenggorokan nya sakit.. ya allah takut,takut
"siapa yg salah disni bang , ngeri aq liatnya bah",takut
"berharap ada yang cancel nendo bokuto dan akaashi yg di kyou biar bs co lgsg di web kyou aja mau ambil opslot tp takut krn harga nya ga murah dan rilisnya msh lama, nunggu sampe ina lbh lama lg tp takut jg sih klo ga dapet lg krn pasti war lg wkwk :"")",takut
"pas sange, pingin ngelakuin itu sama seseorang tapi takut..",takut
"kek apa ya, gue kalo beli paketan kalo mau keluar jauh/keluar kota aja sksk gue jarang keluar jadi takut sia2:"")",takut
"mau ikut komen, takut tambah dewasa",takut
layout mu keramat aku jadi takut ajakin barengan,takut
sebenernya takut ajg make ava muka sendiri,takut
"lawan bocil aja takut, apalagi melawan restu orang tua",takut
panik banget tadi twitter gua ga bisa di buka,takut
aduhh butuh roll film yg ready stock fdi sini:( takut gak sampe ntar sebelum hari sabtu huee,takut
"mon maap tapi sy ngerekam nya ga niat malu bah, jelek bgt wajah sy :'",takut
"sebelum situng diralat. sedih, tegang..",takut
mbok 15mbps ngeri ngono,takut
"hufftt bismillah, bismillah, mugi kumanan dina niki periksane pun panik mik, pun panik katah sholawat mawon.",takut
gua klo udh pd ngomongin skripsyid takut bgt dh sumpah,takut
jadi takut pacaran,takut
panik banget tadi ditanya tanyain guru bk,takut
tiap kali intuisiku benar itu antara bikin lega atau ngeri sih,takut
seronok plus takut ada jugak. nk tengok sejauh mana kebolehan diri. bismillah..,takut
"ngezoom banget gambarnya, kaget",takut
dirumahku yg kena umicron udah 40an takut..,takut
tapi gue takut awkard,takut
kaget ke logout sendiri,takut
hahaa sama. gue di unfoll 10 org hari ini . kaget banget,takut
"kyu, kata gue ajakin yg lain juga deh, kalo pada gamau teror aja pake chucky",takut
"tbl tbl takut banget loh yang sering tiktokan pasti pernah dengar frasa yang diciptakan ini. sejak viral, tbl digunakan oleh perusahaan besar untuk promosi. penciptanya pun kecewa karena tidak minta izin emangnya frasa bisa dilindungi? [a thread]",takut
takut tuhan kalo gue,takut
eh anjir woozi takut bgt gue takutt,takut
takut banget ditolak ama doi,takut
"takut banget dimana mana iklan cincin lamaran, cetak undangan, wo lewat mulu.",takut
"gue dulu takut trus kata temen gue tinggal plek ntar dia cuman nempel ke pupil kok. kecuali tangan lo gatel pengen kucek2 mata ya jangaan. nyopotinnya ga perih samsek, kaya lg nyubit gitu caranya",takut
kalo udah deket hari ultah bawaannya makin panik makin ovt,takut
ohh gitu.. kaget bentukannya kayak preinst,takut
kaget kirain kelirik taunya bukan as lihat akunnya,takut
takut &gt; ngantuk ?,takut
mau check out takut tidak kretek tulang punggung. dilema jadi muda mudi jompo wkwk,takut
aku takut,takut
jd malu trims,takut
"bener lily. malu banget dah.. minim literasi. kirain tuh paling muda, ternyata muda dari kakak. terus kirain tuh ada n-nya, taunya dia nulis kurang huruf n, bukan ada n-nya. malu banget.",takut
"jeje galak banget, gua takut",takut
masih kaget.. dijilat??,takut
takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi,takut
"cayy jangan lupaa makan siang yaa, jangan malu-malu untuk jbjb!",takut
kaget liatnya,takut
"kemarin ngeluh, kalau masih ada alm. bapak, pasti doi yg antar jemput kerja. eh td malam langsung mimpi diantar sama doi pergi kerja. ini bapak ku masih ada atau tidak sih? agak takut",takut
bismillah desiliun tp takut berat nanti hisabnya hh,takut
kaget anjir mini,takut
kating takut adek tingkat aku doang keknya. ini matkul wajib padahal bukan mkp :),takut
jarang bocor benda tajam takut nak dekat,takut
aduh gua kalo ujan gini panik takut bocor lg,takut
"tau kan rasanya, mau lanjut gabisa melek takut nabrak",takut
anjrit kaget ada renjun,takut
"alhamdulillah aku di jauhkan dari cowok itu, tapi rasa takut dan traumanya masih membekas sampai sekarang sulit di hilangkan.. ketambahan lagi, dulu waktu kelas 3, temen cowok2 pada suka kan gangguin cewek2, nah si cowok2 itu pada megang dada si cewek kalo nggagguin.",takut
"selalu merasa gaenakan padahal sebenarnya udh gakuat.. merasa takut kalau orang lain tu engga puas dengan hasil kerja kita,, kenapa sii mikirin perasaan orang mulu heh",takut
"pengen cuddle, tapi malu aku karna takut klo tidur ngorok",takut
sumpah takut banget,takut
"takut, ku demam sm batuk",takut
kaget liat reply.. fans sultan smua keknya,takut
moots gue pada ghaib yah takut deh,takut
beuhh kaget,takut
: harap-harap cemas..,takut
terkadang kita selalu memaafkan seseorang hanya karena takut kehilangan.,takut
"jumlahnya yg takut banyak bener, udah kayak nanganin teror aja.",takut
"bajunya yang ini, ditengah lagu minjem gitar dari gitarisnya terus dia yang main.. takut banget",takut
malu akuu. ga lagi deh komen2 di postingan yg war,takut
ngeri lah kalau begitu caranya,takut
agak takut tapi gapapa.,takut
kak wkwkkw aku juga bingung takut akun sopi di report atau gmn2 huhu,takut
"aku infp dan di aku relate. kalau ada hal yg ga terorganisir tuh emang panik sendiri, pikiran jadi ga tenang :')",takut
"ngeri x pon, aji mumpung.",takut
"umm, aku gapapa. aku takut oversharing .. tapi makasih udah nawarin",takut
"contact kita bisa dinamain siapa aja, ngeri juga",takut
ah takut,takut
"gue lagi nangisin cowo fiksi, tiba-tiba abang gue dateng ""dah sholat belum lu?"" gue antara takut di marahin karna belum sholat dan malu karna nangis buat mata gue sembab",takut
khawatir,takut
"anjir anjir anjir sumpah ma, pak, hamba takut banget kalo disuruh nungguin adek sendirian. takut dia bangun terus cekek hamba",takut
takut:(,takut
hah kenapa suer kok pada kaget gtu,takut
"anjay ini 2p kegedean ternyata gampang lepas pula, takut kececer jadinya",takut
"malu bgt sendirian, kesannya kek semua orang ngeliatin sambil kasihan gitu aku kesini sendiri. plis lah rangorang kalian selain jaga jarak juga jaga pandangan dan omongan ya, pdku semakin drop",takut
"( kaget saat punggungnya dipukul. dia sendiri juga baru sadar langsung sebut nama. ) ..kayaknya berani deh, jun. nggak tahu, kayak .. bisa aja.",takut
malu nya masih terasa,takut
ngeri bgt udah jelas2 positive masih nongkrong bukannya isoman,takut
kaget.. masuk topik,takut
aku takut nak baca thread ni. aku yg belum pregnant pun dah takut,takut
"sumpah ya gue sampe takut tiap papasan sama ayam, pasti ngelambat. soalnya doi tuh bukannya minggir yang lebih deket tapi malah nyebrang",takut
"di ig cuma sesekali doang bikin story, itu pun random isinya, cuma biar keliatan masih hidup aja, takut dikira dah mati",takut
malu minta beliin paket zenius,takut
"kalo saya ceritain semua ini ke kamu, saya takut kamu tinggalin lagi. saya gasuka sendiri",takut
ermm.. mcm berat je ilmu ni. takut tak tercapai sbb takde ilmu persilatan,takut
"michi naksir doi temennya, takut ada keributan",takut
"eh ada lagi deng hehe, bikin kaget aja",takut
beneerr udh ngga ngerti malu pulak,takut
"jgn apa2 kebanyakan diumbar2 melulu , kalo gajadi malu gile .",takut
udah aktivasi tapi takut ga valid,takut
malu banget makxskxj mau pcran sama hyomin anjay,takut
walau dah 35 tahun tetap takut mak marah tak kemas rumah,takut
takut gua dicium macan pendekar biru!,takut
mau positip takut cewenya jealous kah?? masalahnya gw bukan jennie,takut
"iya swndirian banget, soalnya ada beberapa anak yang positif kopit jumat kemarin. asli panik dan takut",takut
enggatau tp takut,takut
"pengem nonton kukira kau rumahh tp takut kena mental,,",takut
"hanya karena pernah terluka, tak berati kamu harus takut mencinta. ada seseorang yg tepat untukmu di luar sana.",takut
"anehnya lagi ada anggota, kaget kok bengkak anggaranya",takut
sekalinya muncul ngegebraknya bikin kaget ya mas topo,takut
"sebagai penderita agoraphobia, anna gabisa keluar rumah guys, dia bakalan panik dan takut kalo terjebak di suatu ruangan atau bahkan situasi yang ngga familiar gitu. jadi susah ya ges si anna gaboleh keluar rumah dah intinya.",takut
ngeri ah segitunya caper sampe jelekin orang lain biar dipandang oke,takut
takut ujan,takut
"shade cushion make over lebih cocok yang mana ya? kalo warm ivory keterangan ga? aku baru pertama kali mau beli bingung milih shade, takut salah",takut
menetapkan nonton movie terbaru spider-man venom nunggu nanti setelah blu-ray/legal streamnya keluar aja. kapan ya bisa bebas ke bioskop lagi tanpa rasa takut.. gak masalah juga nonton setelah hype redah walau mau gak mau spoiler bertebaran.,takut
ak ya pengen coba kenain air tetap sj takut,takut
ngeri dia keseleo aja di korea kan gada tukang urut,takut
"takut, pc gue tetep di kolbuk",takut
ngeri ngeri,takut
ini ada yg nungguin ga si? aku lagi sakit trs tbtb kepikiran takut gabisa nyelesein apa yg udh aku mulai jd bakal maksain update dikit dikit ya,takut
takut gw mappa garap csm scene muntah di sensor apa kg,takut
2 atau 3 orang aja ya :d but! kalo flop mora hapus soalnya malu,takut
"takut gue, mau hidup tenang",takut
gue malu banget salah tag jenonyaaaaaaaaa.,takut
"trs fakta lainnya adalah kakel gw rumahnya searah sama rumah gw. pernah pulsek dia lewat jalanan rumah gw anjrit. gw di belakangnya kaget. ""lah.. kok dia belok kesini""",takut
gue jadi takut kalo liat akun besideperth,takut
"heh salah upload, malu",takut
"kiri, kalo kanan soalnya banyak bergerak takut kepentok",takut
"iyaa.. takut banget soalnya fc rpku pake thailand juga:""",takut
lu nggak malu? atau mungkin kalian emang nggak tau malu?,takut
yang paling nyeremin pas ada razia dadakan pas gue lagi bawa bedak tbs yang tentu saja tidak murah udah panik kalo bakal kesita (dan kalo misal iya ga sudi sih kalo ga dibalikin) untungnya ga ketauan,takut
soonyoung aku takut sama jihoon hiks.,takut
ngeri bgt semoga ga kenapa napa,takut
kok om sih. *gugup*,takut
ttp kaget walaupun gak nonton,takut
"tar paket gue yang rembes hujan kemarin dateng, dan gue diminta unboxing depan kurir trus bakal di videoin. kan gue malu yak",takut
"cuman aku malu aja buat ngepublish ke orang lain , karena dia juga gk pernah publish aku",takut
"lagi pusing, tapi kalo dapet dana kaget 100$ ilang ni pusingnya",takut
ga deng beneran cemas karna pd posting dikit2 kelar sidang kan jd cemas,takut
"kan,,bangun bangun kaget",takut
ngeri ada tommy shelby ama pak tony stark,takut
takut tergoda membeli pc lain,takut
kaget bgt lg mam mie trs nonton all of us are dead ada scene zombie yg lagi ngacak ngacak usus dr perutbodohnya gua tetep lanjut makan sama nonton,takut
malu,takut
"bisa dicipratin air kak, bagian belakang badannya aja jg gapapa, klo muka kasian takut kaget",takut
"buat pelajaran besok2, takut annoying ato gimana haha",takut
twrpantau belu malu,takut
"prnh ga sih lo lagi iseng nyanyi nih di dpn pasangan tp ga asal nyanyi gtu, bnran nyanyi. trs pasangan lo terkesima, kaget, shock lalu blg ""lah aku baru tau trnyta suara kamu bagus"" krn literally emg ga prnh nyanyi pas lg sm pasangan, malu geys",takut
jangan marah2 ih jadi takut di makan nih,takut
maaf ya sy mau ngetik agak ngeri. hukum mati aja pak/bu . semoga ketikan sy tidak salah dan tidak berdampak negatif kpd semua orang. aamiin,takut
apapun selain romance. :) tapi kalau horror jangan yang hantu. mun takut sama hantu.,takut
efek efeknya itu lo yg merah merah bikin takut,takut
takut ga ada yg mau pembesan ama gue maybe,takut
"anginnya kenceng bgt, takut :(",takut
gue liat 3d mv aishite aishite kok takut ya,takut
"kalo udah 9 bulan ginituh rasanya deg degan, takut, tapi udah pengen ketemu dedek dan udah engap pen cepet cepet bisa bobo telentang dan tengkurep",takut
"tiba2 mimisan, gaktau kenapa penyebabnya dahal baik2 aja. kaget juga, udah lama gak kejadian kek ginian.",takut
"bila takde kerja sangat ni yg aku takut ni, takut tktau nak update apa dsu esok",takut
takut limitt,takut
ada nad.. barusan. tapi takut makruh kalo marah-marah ngomong kasar.,takut
"temen gue ada yang positif takut bgt soalnya kamis sama sabtu kemaren abis ketemu, akhirnya gue ini mau swab house service. doakan y geengg",takut
sbenarnya panik juga sih,takut
malu bingitttsssss,takut
lho kirain fest hahahha :'),takut
anda tau ga sie rasanya lg bengong kaget anjrt,takut
agak ngeri ye,takut
ga malu apa ya,takut
emm malu banget,takut
"oknum yang ga ngerasain malu td pas presentasi, pls td kalo lu join zoom rasanya mau pindah planet..",takut
berita palsu jangan sebar! tindakan tegas akan diambil,takut
"jangan lupa ngingetin ayang buat napas, takut lupa malah repot",takut
"di urut dulu ke tukang urut, takut salah urat",takut
"ada kelass lagi nanti jam 1.30, nanti klo tidur, takut kelupaan jamm",takut
"liat kok cuman takut pada ikut close juga,nanti gw sendirian:(",takut
eh taik takut. gua jadi ciize.,takut
"astagfirullah kaget gw, smpe bingung juga dpat notif bgni sejak kpan gw punya gebetan jgankan gebetan org suka aja gk ada",takut
aduu kok ngeri ahh,takut
ngeri ya,takut
aku boleh suka sama orang lagi? takut dibilang sasimo,takut
tetep aja ongkirnya bikin kaget,takut
"aku kalo lg di samping bapak2 selalu tremor, takut, gak jelas padahal orangnya nggak ngapa-ngapain",takut
aww malu banget suer,takut
kaget.. heran.. akhh..,takut
"tadi disekolah ada swab buat 2 kelas+beberapa guru, terus katanya guruku semua bakal kena swab dadakan. aku sekarang lagi kurang fit jadi takut..",takut
jadi takut hehe,takut
korea pelapis ama utama ga keliatan beda saking gk keliatan sepak terjang pemain utamany di mens tapi takut aj kejutan racikan gado2ny sih suka surprise,takut
hayoo ada amplop dibalik hanggar yaa kok takut ..,takut
"alhamdulillah-nya udah divaksin sih. itu juga setelah drama. ibu mertua gwa tinggal sendirian. beberapa bulan lalu bapak mertua baru wafat. jadi yaa, khawatir. lalu ya gituu, agak meremehkan covid. makin khawatir lagi~",takut
tp takut bgt tiba2 ppkm gimana,takut
"gw ragu mw bls make kata2 apa pake foto juga, dan akhirnya keluar dh",takut
asik ..permainan emosi dimulai ..yg bermain dan terlibat ngeri-ngeri sedap..siap2 nyiapin pukulan tangkisan..indikasi sih positif 100% melawan hukum cuma upaya mencari keringanan aja ..tamatlah sudah karier2 yg didapat dgn cara gag berkah..,takut
"belom pernah nyampe manggarai lagi kalo naik kereta, kaget udah jadi di atas peronnya wkk",takut
"chaki, ni buatmu. aku bete banget dah kemarinan waktu kamu ngebet mau jodohin aku sama kak heeseung kaget puool taunya pernah jadi temen satu oa-ku. kelakuanmu beda maksimal (real)",takut
thank you aii !! sumpah i takut sekarang terpaling redha dah ni,takut
"sekarang kalau upf fee di awal aja kali ya, ngeri bgt hnr",takut
takut dewasa,takut
"dikasih tau adik, simbah nanyain ""ini bajunya gak pernah lihat dipake keluar, dipakai di kamar ya?"" baju tidur tali spageti yamasa ku pake keluar2 kan malu. ini kalau beli lingerie yg aneh2 ya jelas jadi pertanyaan. udah paling bener beli daster midi aja.",takut
takut sombong,takut
"kalo gak gandengan tangan meriang tiap hangout di public place aja lengket ngt, gimana kalo pas lagi qtime berdua di private place gitu duh, makasih udah bikin makin menghalu dan btw, di yang kedua tuh seohyun sempet ragu harus pake cincin pernikahannya apa enggak",takut
"lo takut ga sih anjir selasa depan anjir, treasure beneran cb ya?!?!",takut
wah ngeri nih sesepuh ternyata,takut
kakak jd malu tau :(,takut
"mau ngejar, takut lari. jadi mending ga usah ngapa-ngapain",takut
"udahh, tapi takut kalau dia ngecek2 pakai akun lain. dulu aku priv, aku buka lg krna pengen rep base. ah, jadi ga nyaman banget, masa ginian aja sampai harus priv mulu aku ingin bebas",takut
"beh, mangkug tut bah malu nae",takut
takut namun berusaha percaya diri,takut
aaksks tp w takut ntar mendadak s massal,takut
pernah ga sih ngerasa takut berlebihan buat sayang bgt secara tulus ke orang?,takut
panik panik ada yg panik,takut
"sch! gais tgl 8-15 masih bisa unggah foto kann, td pagi aku unggah foto tapi pas lagi loading malah error, please notice sender panik bgt nihh servernya error",takut
"gua naik angkot isinya cowo semua anjirr, malu bet",takut
"i decided to buy pc from kseller je nanti, i takut i tak dapat pull my fav member sebab tangan tak wangi",takut
takut banget buka wa.,takut
aduh jadi malu,takut
bikin kaget anak orang,takut
sumpah itu kenapa anjir takut bgt pada begitu,takut
wkt punya ld blm pernah deh iseng kenain ke aer wkwk takut..,takut
takut kesushi,takut
"kalo nyolong, malu mah kedengeran ama yang punya",takut
pengen makan seblakk tp lagi irit duiitt takut ga cukup sampe akhor bulan wkwkw,takut
aku belum makan siang makji gak selera ga belum nyangkut mau nangis gak menang rasanya malu..,takut
tbl tbl tadi di cek darah akunya lg degdegan takut hasil ny suruh transfusi pls pls semoga lgsg operasi malem ini,takut
takut tgk harga,takut
khawatir tidak jelas,takut
"banyak juga boleh kak, asal jgn kelepasan, ngeri gk ke rem, loss pula lagi.",takut
waduh takut takut,takut
"jujur sih kadang aku itu malu dan takut ngakuin kalau dia pacarku, iya bener karena fisiknya",takut
hawane ngeri,takut
"iya ya kalo dipikir gitu.. tadi udah aku takedown tadi bilangnya badge ijo itu squad leader, kayak hyotion sambil ngasih nunjuk foto takut jelek dimata fans mereka yaudah tadi langsung aku takedown",takut
takut patah hati gara2 derek,takut
"indahnya terbang terlalu tinggi, walau jujur ku takut jatuh terlalu jauh",takut
heheh tapi aku takut dimaininn aduh,takut
"coraline dulu pas kecil takut banget jir, mana nyebutnya dulu kartun mata kancing :(",takut
"takut banget kena polusi, mau isoman dulu",takut
hmm takut tapi tetap usahakan percaya diri lah pokoknya :(,takut
takut bila dah start beli ni kang semua fav chara la nak beli,takut
"minta tolong unit barunya lgsg dipasangin semuanya sm dicek flashnya bisa atau engga udh worry aja dari awal beli takut ada apa2 makanya smpe gosend instant taunya bener aja kena apes, untung sellernya baik mau ganti unit baru",takut
tp gaboleh panikk nnti kalo panik kamu ngeblankk nanti malah gabisa ngerjain gaboleh panik,takut
asli iyaa takut kopit tp katanya jg karna lg pergantian musim,takut
aku deg degkan guys.. takut bahasa inggris ku belepotan,takut
ngeri takut hpnya keinjek,takut
edan ngeri nyuak mang,takut
biar kagett soalnya aku kagett baca yoonmin kaget,takut
"ada sapol juga tapi takut tiba"" yong drop sesuatu:'))",takut
"gak papa sebenernya, masih bagus hasil fotonya gak ngaruh tapi gw takut tambah parah aja",takut
takut skripsi,takut
still can't help but feel so curious about her face. secantik apa sih kak raline sampe gege gak mau nunjukin fotonya ke orang-orang karena takut pada naksir gitu ya?,takut
kaget bener suka tetiba logout tapi ga limit,takut
ngeri keinjek hp nya min t__t,takut
"makin dekat 10 februari, rasa campur aduk makin menjadi2.. ada bahagia karna anakku sudah mau 19, sudah makin dewasa.. ada cemas juga, karna alasan yg sama..",takut
eh takut bgtt,takut
ngeri bgt,takut
takut dan dag dig dug bacanya tp bermanfaat bangett,takut
duhh gue takut ke s,takut
takut bgt moms,takut
takut kak,takut
"serem krn ttg sikopet gt nder, aku nonton itu lbh eneg sm takut gegara mainnya bunuh2an, tp ttp nonton smpe abis krn penasaran",takut
"rada kaget ngeliat hasil semester kemarin, tapi ya mari tingkatin lagi di semester sekarang",takut
knp si lu tuh wangi orang kaya gitu kak kan gua takut,takut
"malu malu , takut salah langkah",takut
kalo takut malu jangan dikasih palu mas,takut
takut kecengklak kalo salting pagi-pagi.,takut
aduh.... klo solo ssr gini suka takut,takut
"mau meluk takut dosa, gak meluk mubadzir astaghfirullah bestie",takut
takut limit wkwkw,takut
"takut tapi enak takut tapi dilanjutin, idung belang",takut
malu ah,takut
kaget ..anu anu jgn tanya saya,takut
yaallah kaget banget tiba2 di dm ka anin tau taunya win,takut
kicep. takut ketauan mungkin.,takut
kaget terus,takut
"sumpah wak malu bgt. niat utk praktek efek deterjen ke ikan, lah ikan nya malah loncat dari wadahnya. gw refleks kaget dong, anjir jadi bahan tertawaan murid mana muridnya yg udah gede2 lagi",takut
jangan di cepuin takut di cakar sama mix,takut
"india lumayan ngeri,kalo korea agak bahaya meskipun 4 thn ini ms mereka dibawah kita,kalo hong kong ya gt deh",takut
"tapi lanjut dimakan gak? takut banget kalo lanjut makan, takutnya ada pecahan beling kecil masuk ke perut",takut
takut di photo tuh mak,takut
"kak sumpah klo upgrade dri hdd ke ssd tu gabakal ngehank gini gak si? tabunganku cuma cukup buat upgrade itu, tapi takut juga ada kebutuhan praktikum mendadak. jadinya aku maju mundur mau upgrade",takut
eh iya jujurr takut ketauan,takut
